id,name,display_name,partisan,first_poll,last_poll,url,notes
1551,Concord Public Opinion Partners,Concord Public Opinion Partners,,2020-03-08,2024-11-03,https://twitter.com/WelcomePartyNow/status/1237026009410650113,
1685,Conquest Communications Group,Conquest Communications Group,,2006-09-27,2013-09-19,https://conquestgroup.com/,
837,Consensus Communications,Consensus Communications,,2012-09-11,2012-09-11,,
106,Constituent Dynamics/RT Strategies,Constituent Dynamics/RT Strategies,,2006-08-31,2008-02-26,,
1917,Consultoría Académica e Investigación Social,Consultoría Académica e Investigación Social LLC,,2024-09-03,2024-09-03,https://x.com/elvinjestrada/status/1852029182357733815,Confirmed to be run by Jorge Benitez: https://senado.uprrp.edu/comites/Consulta2010/N-JABenitez-Curriculum.pdf
107,Consumer Logic,Consumer Logic,,1999-10-04,2004-10-19,https://www.consumerlogicresearch.com/?gclid=Cj0KCQjw4dr0BRCxARIsAKUNjWQqUKoQ2j447LvMLXqNxYaQ4k0Blqp3LBxBnSXvwsRCe9V6DsCsgnYaAnqiEALw_wcB,
108,Consumer Opinion Services,Consumer Opinion Services,,1988-08-27,1988-08-27,,
707,Consumer Opinion Services/KIRO-TV,Consumer Opinion Services/KIRO-TV,,1984-06-23,1984-10-17,,
109,Cooper & Secrest,Cooper & Secrest,,1988-10-17,2010-10-06,,
1690,"Cor Services, Inc.",Cor Services,,2021-05-26,2022-09-08,https://excellenceinpolling.com/about-us/about-fga/,
1821,Cor Strategies,Cor Strategies,,2023-07-08,2023-08-27,https://corstrategies.com/,
1771,Cornell University Collaborative Midterm Survey,Cornell University Collaborative Midterm Survey,,2022-11-25,2022-11-25,https://socialsciences.cornell.edu/funding-programs/2022-collaborative-midterm-survey,
111,Craciun Research,Craciun Research Group,,2002-10-13,2016-10-26,https://www.craciunresearch.com/,
1111,Crantford & Associates,Crantford Research,,2010-09-30,2019-05-16,https://crantfordresearch.com/,
113,Crawford Johnson & Northcott,CJ&N,,2008-01-21,2010-10-27,http://cjni.com/,
1645,Creators Syndicate,Creators Syndicate,,,,https://www.creators.com/about,
114,Critical Insights,Critical Insights,,2000-10-15,2016-03-10,https://www.digitalresearch.com/critical-insights,
880,Cromer Group,Cromer Group,,1992-05-12,2006-10-21,,
115,CrossTarget,CrossTarget,,2009-07-14,2010-06-13,http://web.archive.org/web/20121102025652/http://www.crosstarget.com/,
1226,Crosswind Media & Public Relations,Crosswind Media & Public Relations,,2015-09-14,2020-10-06,http://crosswindpr.com/,
116,Custom Strategic Research,Custom Strategic Research,,2010-09-23,2010-09-23,,
1347,Cygnal,Cygnal,,2014-09-24,2025-10-07,https://www.cygn.al/,
1845,Cygnal/Aspect Strategic,Cygnal/Aspect Strategic,,2023-11-27,2023-11-27,https://www.copollinginstitute.org/,
1485,D-CYFOR,D-CYFOR,,2019-02-23,2019-02-23,https://www.dcyfor.com/,
1359,DCCC Targeting Team,DCCC Targeting and Analytics Department,DEM,2012-07-18,2024-10-20,https://dccc.org/,
788,DFM Research,DFM Research,,2008-08-27,2024-05-08,http://dfmresearch.com/,
133,DH Research,DH Research,,1996-09-11,2000-08-02,,
1466,DHM Research,DHM Research,,2020-09-08,2024-07-17,http://www.dhmresearch.com/,
1594,DKC Analytics,DKC Analytics,,2020-07-12,2020-10-13,https://dkcnews.com/,
117,Daily News,Daily News,,1972-10-16,1997-10-27,,
1430,Daily News/WABC,Blum & Weprin Associates,,,,http://www.nydailynews.com/,
118,Dakota Wesleyan,Dakota Wesleyan University,,2008-04-03,2008-04-03,https://www.dwu.edu/,
119,Dallas Morning News,Dallas Morning News,,1996-10-06,1996-10-06,,
120,Dan Jones,Dan Jones & Associates,,1976-10-27,2024-01-21,http://www.djasurvey.com/index.php,"For polls conducted with the Hinckley Center, see also https://danjonescenter.org/"
121,Dane,Dane & Associates,,2008-10-22,2012-10-09,,
122,Darden Research Corp.,Darden Research Corp.,,1976-10-24,1984-03-12,,
123,Dartmouth College,Dartmouth College Nelson A. Rockefeller Center for Public Policy and the Social Sciences,,1995-10-04,2016-04-16,https://rockefeller.dartmouth.edu/,
825,DSCC,DSCC,DEM,2002-06-25,2006-07-20,,
1911,Dartmouth Poll,The Dartmouth Poll,,2024-10-18,2024-11-03,https://rockefeller.dartmouth.edu/about-center/dartmouth-poll,
1308,Data Orbital,Data Orbital,,2016-08-08,2025-01-20,http://dataorbital.com/,
1229,Data Targeting,Data Targeting,,2014-10-12,2022-09-28,http://www.datatargeting.com/,
1825,Data Viewpoint,Data Viewpoint,,2023-10-01,2023-10-01,https://dataviewpoint.godaddysites.com/,
1515,Data for Progress,Data for Progress,,2019-10-10,2025-09-08,https://www.dataforprogress.org/,"If methodology says ""SMS"" with no further detail, it's Text-to-Web"
124,DataCall,DataCall,,2000-09-13,2000-09-13,,
1439,DataWest,Data West Polling,,2002-07-23,2002-10-27,http://www.datawest.com/,
125,Datamar,Datamar Analytics,,2006-09-15,2008-11-02,https://www.datamar.com/index.asp,
1237,David Binder Research,David Binder Research,,2014-10-09,2024-10-15,http://db-research.com/,
1413,Davis & Hibbitts,DHM Research,,1992-05-07,2010-10-29,http://dhmresearch.com/,
126,"Davis, Hibbitts, & Midghall, Inc.","Davis, Hibbitts, & Midghall",,1996-09-22,2018-10-11,dhmresearch.com,
127,Davis-Penfield,Davis-Penfield,,1992-08-27,1992-08-27,,
1461,DeSales University,DeSales University Kamran Afshar Data Analytics Center,,2018-10-28,2020-10-24,https://www.desales.edu/kadac,
1795,Decision Analyst,Decision Analyst,,2008-02-21,2008-02-21,https://www.decisionanalyst.com/,
128,Decision Forecasting,Decision Forecasting,,2000-08-16,2000-11-02,,
670,Decision Making Information,Decision Making Information,,1976-07-16,1980-10-03,,
655,Decision Research,Decision Research,,1980-04-16,2004-07-26,,
129,Decision Resources Ltd.,Decision Resources Ltd.,,,,,
1915,Deltapoll,Deltapoll,,2024-10-24,2024-10-24,https://deltapoll.co.uk/,
913,Denno Research,Denno Research,,2012-06-15,2020-07-11,https://www.dennoresearch.com/,
580,Denver Post,Denver Post,,1996-03-01,1996-03-01,,
696,Denver Post/Research Services,Denver Post/Research Services,,1972-11-04,1984-03-22,,
130,Des Moines Register,Des Moines Register,,1976-10-10,1996-11-02,,
725,Deseret News/Dan Jones,Dan Jones & Associates,,1976-08-10,1976-10-16,,
131,Detroit Free Press,Detroit Free Press,,1988-07-14,2004-09-28,,
132,Detroit News,Detroit News,,1980-07-16,1996-10-27,https://www.detroitnews.com/,
718,Detroit News/Market Opinion Research,Detroit News/Market Opinion Research,,1971-08-16,1976-10-27,,
134,Diamond State Consulting Group,Diamond State Consulting Group,,2010-07-29,2014-10-21,,
1606,Diario Las Américas,Diario Las Américas,,2020-04-21,2020-04-21,https://www.scribd.com/document/470157816/Encuesta-para-elecciones-Puerto-Rico,
895,Dick Morris,Dick Morris,,1990-06-08,1990-06-08,,
1443,Dieringer Research Group,Dieringer Research Group,,2002-08-28,2002-08-28,https://www.thedrg.com/,
1761,Differentiators,Differentiators,,2022-12-11,2024-05-06,https://differentiator.com/,
1774,Digital Research,Digital Research,,2018-10-16,2024-10-07,https://www.digitalresearch.com/,
1696,Dineen & Associates,University of Connecticut,,2008-09-25,2008-09-25,https://dpp.uconn.edu/person/jennifer-dineen/,
959,Dittman Research,Dittman Research,,1988-10-09,2022-11-03,https://dittmanresearch.com/,
1446,Diversified Research,Diversified Research Inc,,2000-10-19,2006-09-21,http://web.archive.org/web/20140607081025/http://www.diversifiedresearch.com/,
753,Dixie Strategies,Dixie Strategies,,2012-01-25,2018-10-30,http://dixiestrategies.homestead.com/consultants.html,
136,Don Carlson,Don Carlson,,1988-05-01,1988-05-01,,
726,Dorothy D. Corey Research,Dorothy D. Corey Research,,1972-09-30,1972-09-30,,
668,Doubleday & Co.,Doubleday & Co.,,1980-08-16,1980-09-20,,
1212,Douglas Fulmer & Associates,Douglas Fulmer & Associates,,2015-10-31,2016-01-19,https://www.fulmerassociates.com/,
1270,Douglas Schoen,Schoen Cooperman Research,,2009-05-31,2016-05-19,http://schoenconsulting.com/,
1612,Douma Research,Douma Research,,2020-08-02,2020-08-02,https://doumaresearch.com/,
723,Dr. Walter DeVries/U. Michigan,Dr. Walter DeVries/U. Michigan,,1972-09-16,1972-09-16,,
838,Dresner Wickers & Associates,Dresner Wickers & Associates,,1998-01-12,2010-03-18,,
705,Drexel University/Philadelphia Daily News,Drexel University/Philadelphia Daily News,,1984-04-08,1984-04-08,,
882,Duquesne U.,Duquesne U.,,1992-10-21,1992-10-21,,
1537,Dynamic Marketing Inc.,Dynamics Marketing,,2000-10-23,2000-10-23,https://dynamicsmarketinginc.com/,
1618,EKOS Research Associates,EKOS Research Associates,,2020-08-16,2020-08-16,https://www.ekospolitics.com/,
141,EMC Research,EMC Research,,1996-10-27,2024-09-10,https://www.emcresearch.com/,
143,EPIC-MRA,EPIC-MRA,,1994-02-16,2025-02-08,https://ssl2002.webhosting.comcast.net/epic-mra/index.htm,
137,Eagle Consulting Group,Eagle Consulting Group,,1999-10-16,1999-10-16,,
1505,Eagle Tribune,Eagle Tribune,,2003-11-19,2003-11-19,https://www.eagletribune.com/,
1516,East Carolina University,East Carolina University Center for Survey Research,,2019-10-09,2024-10-31,https://surveyresearch.ecu.edu/,
1476,East Tennessee State University,East Tennessee State University Applied Social Research Laboratory,,2018-10-29,2020-05-01,https://www.etsu.edu/cas/sociology-anthropology/asrl/tnpoll.php,
1384,Eaton River/Scientific Marketing,Eaton River/Scientific Marketing,,2002-09-15,2012-10-11,http://www.eatonriver.com/about/,
1302,Echelon Insights,Echelon Insights,,2016-07-22,2025-09-22,http://echeloninsights.com/,
1760,Echelon Insights/GBAO,Echelon Insights/GBAO,,2022-08-15,2024-09-02,https://echeloninsights.com/,
1518,Edgewater Research/My People Vote,Edgewater Research/My People Vote,,2019-10-28,2021-03-07,https://www.edgewaterresearch.com/,
1351,Edison Research,Edison Research,,2016-10-08,2022-11-08,http://www.edisonresearch.com/election-polling/,
1602,El Nuevo Día/The Research Office,El Nuevo Día/The Research Office,,2020-02-25,2024-11-01,https://www.elnuevodia.com/noticias/politica/notas/lo-que-debes-saber-sobre-la-encuesta-de-el-nuevo-dia/,
978,Elon U.,Elon University,,2001-12-06,2023-06-07,https://www.elon.edu/u/elon-poll/,
1529,Elucd,Elucd,,2020-02-09,2020-03-01,https://www.elucd.com/,
140,Elway,Elway Research,,1992-09-20,2024-10-12,http://www.elwayresearch.com/index.html,
581,Elway (Communication Design),Elway (Communication Design),,1984-09-16,1984-10-23,,
1746,Embold Research,Embold Research,,2022-09-03,2025-06-22,https://emboldresearch.com/,"methodology always Text-to-Web/Online Ad unless otherwise noted, see https://changeresearch.com/methodology/"
1102,Emerson,Emerson College,,2005-02-16,2025-09-29,http://emersonpolling.com/,
142,Emily's List,Emily's List,,2008-03-19,2008-03-19,,
813,Employee Freedom Action Committee,Employee Freedom Action Committee,,,,,
1465,Eppstein Group,The Eppstein Group,,2018-09-24,2018-09-24,http://eppsteingroup.com/,
1390,Essman/Research,Essman/Research,,2012-05-08,2012-10-15,https://example.com,
144,Ethridge & Associates,Ethridge & Associates LLC,,2000-09-11,2002-10-30,https://www.ethridge.com/index,
1922,Eurasia Group Foundation,Eurasia Group Foundation,,2020-08-21,2020-08-21,https://instituteforglobalaffairs.org/,
1525,Evan Falchuk and Lou DiNatale,Falchuk & DiNatale,,2019-10-25,2020-02-18,https://commonwealthmagazine.org/opinion/mass-dems-actually-lean-to-the-middle/,
145,Evans/McDonough,EMC Research,,1992-07-21,2000-10-22,,
1297,Evolving Strategies,Evolving Strategies,,2016-06-22,2016-06-22,http://www.evolving-strategies.com/,
146,Examiner/KTVU,Examiner/KTVU,,1988-11-02,1988-11-02,,
1307,Expedition Strategies,Expedition Strategies,,2016-08-03,2024-07-08,http://expeditionstrategies.com/,
1208,F&M/Hearst-Argyle,F&M/Hearst-Argyle,,2008-09-21,2008-09-21,https://www.hearst.com/,
904,FGI,FGI,,1990-02-08,1990-02-08,,
1779,FM3 Research,FM3 Research,,2018-01-28,2022-10-27,https://fm3research.com/,
1851,FM3/HIT/Evitarus,FM3 Research/HIT Strategies/Evitarus,,2023-05-21,2023-05-21,https://fm3research.com/,
815,FMMA,FMMA,,,,,
156,FMW/Baydoun Consulting,Baydoun Consulting,,2010-10-07,2012-11-02,https://www.facebook.com/pg/BaydounConsulting/about/?ref=page_internal,
1271,FOX/Rasmussen,Scott Rasmussen (Rasmussen Reports),,2008-09-07,2008-11-02,http://www.pollster.com/blogs/foxrasmussen_co_fl_mo_oh_va_10_1.html,
1833,FTI Consulting,FTI Consulting,,2008-09-15,2016-11-21,https://www.fticonsulting.com/,
147,Fabrizio,"Fabrizio, Lee & Associates",,2007-09-23,2025-07-31,http://fabriziolee.com/,
1503,Fabrizio Ward,Fabrizio Ward,,2019-07-31,2025-05-19,https://fabrizioward.com/,
1617,Fabrizio Ward/Hart Research Associates,Fabrizio Ward/Hart Research Associates,,2020-09-05,2020-12-04,https://states.aarp.org/iowa/2020-election-poll,
1893,Fabrizio/David Binder Research,Fabrizio Ward/David Binder Research,,2024-08-29,2024-08-29,https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/montana-older-voter-survey-2024.doi.10.26419-2fres.00813.034.pdf,
1822,Fabrizio/GBAO,"Fabrizio, Lee & Associates/GBAO",,2023-08-30,2025-01-14,https://www.wsj.com/politics,
1699,Fabrizio/Impact,"Fabrizio, Lee & Associates/Impact Research",,2021-11-22,2025-07-20,https://www.wsj.com/news/politics?mod=nav_top_section,
1568,Fabrizio/McLaughlin,"Fabrizio, Lee & Associates/McLaughlin & Associates",,1998-09-27,2024-10-09,http://www.fabmac.com,
1244,"Fairbank, Maslin, Maullin, Metz & Associates","Fairbank, Maslin, Maullin, Metz & Associates",,1992-09-25,2016-09-24,http://www.fm3research.com/,
896,Fairfield Research,Fairfield Research,,1990-10-09,1990-10-09,,
149,Fairleigh Dickinson,Fairleigh Dickinson University,,2001-05-01,2025-07-23,https://view2.fdu.edu/publicmind/,
1694,Fako Research & Strategies,Fako Research & Strategies,,2006-08-30,2006-08-30,https://fakoresearch.com/,
1407,Fallon Research & Communications,Fallon Research & Communications,,2018-01-19,2022-09-11,https://fallonresearch.com/,
1814,Faucheux Strategies,Faucheux Strategies,,2023-08-19,2024-04-26,http://www.faucheux.com/,
150,Feldman Group,Feldman Group,,2002-06-23,2018-06-27,http://www.thefeldmangroup.com/,
814,Feldman Lester & Associates,Feldman Group,,1990-10-17,1994-10-26,,
151,Field Poll,Field Poll,,1964-10-28,2016-07-02,http://www.field.com/,
1322,Field/IGS/YouGov,Field/IGS/YouGov,,2016-09-13,2016-10-31,,
1556,Financial Dynamics,Financial Dynamics,,2005-01-27,2008-11-02,https://www.fticonsulting.com/services/strategic-communications,
1834,Financial Dynamics (FTI Consulting),Financial Dynamics,,2006-09-26,2009-07-13,https://ir.fticonsulting.com/news-releases/news-release-details/fti-consulting-acquire-financial-dynamics,
839,Fingerhut/Granados Opinion Research,Fingerhut/Granados Opinion Research,,1998-03-13,1998-03-13,,
152,Finkelstein and Associates,Arthur J. Finkelstein & Associates,,1994-08-04,2012-10-11,,
1310,First Tuesday Strategies,First Tuesday Strategies,,2016-09-01,2025-03-21,http://www.firsttuesdaystrategies.com/,
852,Flake-Wilkerson Market Insights,Flake-Wilkerson Market Insights,,1996-07-30,1996-10-29,,
153,Fleming & Associates,Fleming & Associates,,1984-10-19,2022-10-02,,
1218,Florida Atlantic University,Florida Atlantic University Business and Economics Polling Initiative,,2015-09-20,2022-10-16,http://www.fau.edu/,
1801,Florida Atlantic University/Mainstreet Research,Florida Atlantic University PolCom Lab/Mainstreet Research,,2023-04-14,2024-11-02,https://www.faupolling.com/about/,
773,Florida Chamber of Commerce,Florida Chamber of Commerce,,2008-10-01,2010-06-13,http://www.flchamber.com/political/polling/,
1538,Florida International University/Univision,Florida International University/Univision,,2008-10-17,2008-10-17,https://metropolitan.fiu.edu/research/services/survey-and-opinion-research/,
154,Florida Newspaper Poll,Florida Newspaper Poll,,1983-10-21,2002-06-26,,
1236,Florida Southern College,Florida Southern College Center for Polling and Policy Research,,2016-02-06,2020-02-21,https://www.flsouthern.edu/academic-life/academic-centers/center-for-polling-and-policy-research,
1859,Focaldata,Focaldata,,2024-01-23,2024-11-01,https://www.focaldata.com/,
1511,Gold and Ward,Gold and Ward,,1996-02-28,1996-02-28,https://tinyurl.com/y3ghjkrv,
1563,Fordham University,Fordham University,,,,http://www.globenewswire.com/news-release/2020/04/24/2021853/0/en/The-COVID-19-Pandemic-Prospects-for-the-November-Elections.html,
1667,"Forensic Economic Data Consulting, Inc.","Forensic Economic Data Consulting, Inc.",,2006-08-24,2006-10-05,https://www.itslawyers.com/lawyers-27035515-forensic-economic-data-consulting-austin,
157,Forman Center,Forman Center,,1998-01-14,2000-04-06,,
155,"Forman Center for Political Studies, Inc.","Forman Center for Political Studies, Inc.",,1996-10-26,2000-04-06,,
1251,Fort Hays State University,Fort Hays State University Docking Institute of Public Affairs,,2014-09-27,2024-10-16,https://www.fhsu.edu/docking/,
158,Fort Wayne Journal-Gazette,Fort Wayne Journal-Gazette,,1988-04-28,1992-09-15,,
1242,Forum Communications,Forum Communications,,,,http://www.forumcomm.com/,
159,Forward Strategies,Forward Strategies,,2010-10-28,2010-10-28,,
160,Fox News (Pulse Opinion Research),Fox News (Pulse Opinion Research),,2010-09-11,2010-10-30,,
162,Frank Luntz,Frank Luntz,,1989-10-24,2017-06-12,,
829,Frank N. Magid Associates,Frank N. Magid Associates Inc.,,2002-10-06,2002-11-02,https://magid.com/,
164,Franklin Pierce,Franklin Pierce University Marlin Fitzwater Center for Communication,,1999-02-11,2004-10-28,https://www.franklinpierce.edu/institutes/mfcc/polling.htm,
1114,Franklin and Marshall College,Franklin & Marshall College Center for Opinion Research,,2003-11-16,2024-10-20,http://www.fandm.edu/fandmpoll,
853,Fred Steeper,Fred Steeper,,1996-04-10,1996-04-10,,
165,Frederick Polls LLC,Frederick Polls,,2006-04-27,2022-11-26,http://www.frederickpolls.com/,
166,Fresno Bee,Fresno Bee,,1996-09-29,1996-10-29,,
167,Ft. Lauderdale News/Sun Sentinel,Fleming & Associates,,1987-10-29,2000-10-23,,
168,Fulcrum Campaign Strategies,Fulcrum Campaign Strategies,,2010-09-29,2010-09-29,,
907,GBAO,GBAO,,2011-10-05,2025-08-18,http://www.gbaostrategies.com/,
762,GCR & Associates,GCR & Associates,,2012-03-10,2012-03-10,,
1009,GEB International,GEB International,,2014-07-09,2014-07-09,,
180,GMA Research,GMA Research,,1980-10-16,1992-09-28,,
1662,GOP Calls,GOP Calls,,2010-10-14,2010-10-21,https://gopcalls.com/,
1775,GQR,GQR,,2019-08-21,2024-10-26,https://www.gqrr.com/,
1787,GQR Research,GQR Research,,,,https://www.gqrr.com/,
1576,GQR/Public Opinion Strategies,GQR Research/Public Opinion Strategies,,2002-03-07,2010-10-10,https://www.gqrr.com/,
1776,GQRR,GQRR,,,,https://www.gqrr.com/,
194,GS Strategy Group,GS Strategy Group,,2010-07-29,2024-03-01,http://www.gsstrategygroup.com/,
990,GaPundit.com,GaPundit.com,,2013-05-16,2014-10-14,https://www.gapundit.com/,
1631,Gaither,Gaither International,,2020-10-06,2024-10-16,https://www.gaitherinternational.com/,
169,Gallup,Gallup,,1936-01-11,2025-09-16,https://www.gallup.com/home.aspx,
1791,Gannett New Jersey,Gannett New Jersey,,1991-12-10,2002-11-02,https://www.linkedin.com/company/gannett-nj/,
658,Gannett/Communications Research Associates,Gannett/Communications Research Associates,,1980-05-16,1980-10-03,,
171,Gannett/Opinion Research,Gannett/Opinion Research,,1996-06-25,1999-01-11,,
728,Gannett/Research Analysis,Gannett/Research Analysis,,1976-09-16,1976-10-15,,
172,Garin Hart Yang,Garin-Hart-Yang Research Group,,1988-08-04,2024-10-13,https://hartresearch.com/our-story/,
1362,Garin-Hart-Yang/Global Strategy Group,Garin-Hart-Yang/Global Strategy Group,,2012-07-03,2018-07-31,https://www.scribd.com/user/353328336/Priorities-USA-Press,
1577,Garin-Hart-Yang/Lake,Garin-Hart-Yang/Lake,,1999-12-14,2000-09-13,https://hartresearch.com/,
1579,Garin-Hart-Yang/Mellman Group,Garin-Hart-Yang/Mellman Group,,2002-07-27,2002-07-27,https://hartresearch.com/,
173,Gary Lawrence/Burns,Gary Lawrence/Burns,,1988-09-11,1988-09-11,,
1904,Gateway Political Strategies,Gateway Political Strategies,,2024-10-16,2024-10-16,https://gatewaypolitical.com/,
1647,Gazette Communications,Gazette Communications,,2002-10-30,2002-10-30,https://www.thegazette.com/,
174,Georgia State U.,Georgia State U.,,1992-06-15,1996-04-26,,
710,Gerald Goldhaber/U. Buffalo,Gerald Goldhaber/U. Buffalo,,1984-09-18,1984-10-11,,
175,Gerstein Agne,GBAO,,2010-08-12,2012-08-19,,
1249,Glascock Group,Glascock Group,,2014-03-20,2014-12-02,http://www.theglascockgroup.com/,
906,Glen Bolger,Glen Bolger,,,,,
176,Glengariff Group Inc.,Glengariff Group,,2006-04-01,2025-05-08,http://glengariff.com/,
1626,Global Marketing Research Services,Global Marketing Research Services,,2020-10-04,2020-10-27,https://polling.net/,
178,Global Strategy Group,Global Strategy Group,,2002-08-15,2025-09-25,https://www.globalstrategygroup.com/,
1591,Global Strategy Group/Data for Progress,Global Strategy Group/Data for Progress,,2020-07-01,2020-07-01,https://www.climatepower2020.org/wp-content/uploads/sites/23/2020/07/GSG-2020-Research-Memo-FINAL-07162020.pdf,
1932,Global Strategy Group/GBAO,Global Strategy Group/GBAO,,,,https://navigatorresearch.org/,
1809,Prime Group,Prime Group,,2023-06-28,2024-05-16,http://www.primegroupllc.com/,
1598,Global Strategy Group/Latino Decisions,Global Strategy Group/Latino Decisions,,2020-07-29,2020-07-29,https://www.politico.com/f/?id=00000173-b621-d8c4-a7f7-f76173a60000,
1374,Global Strategy Group/Lester and Associates,Global Strategy Group/Lester & Associates,,2014-10-06,2016-10-15,http://www.miamiherald.com/news/politics-government/election/article108998157.html,
803,Global Strategy Group/National Research,Global Strategy Group/National Research (Philadelphia Inquirer),,2012-08-23,2012-10-25,,
1842,Global Strategy Group/North Star Opinion Research,Global Strategy Group/North Star Opinion Research,,2023-11-07,2024-09-29,https://www.ft.com/ft-michigan-ross-poll,
179,Global Strategy Group/Polling Company,Global Strategy Group/Polling Company,,2002-12-09,2002-12-09,,
1383,Glover Park Group/USD/U-T San Diego,Glover Park Group,,2012-10-17,2012-10-17,http://gpg.com/,
1456,Go Right Strategies,Go Right Strategies,,2018-09-28,2018-10-10,http://www.gorightstrategies.com,
771,JZ Analytics,JZ Analytics,,1998-10-26,2013-11-03,,
1232,Gonzales Research & Media Services,Gonzales Research & Marketing Strategies,,2001-09-15,2025-03-09,http://www.gonzalesresearch.com/,
181,Gonzales/Arscott Research,Gonzales Research & Marketing Strategies Inc.,,1999-03-27,2016-03-04,http://www.gonzalesresearch.com/,
1387,Goodwin Simon,Goodwin Simon,,2004-10-03,2012-08-19,http://goodwinsimon.com/,
806,Google Consumer Surveys,Google Consumer Surveys,,2012-09-06,2016-11-07,,
183,Gordon S. Black Corp.,Gordon S. Black Corp.,,1984-02-16,1998-10-20,,
1686,Got-Focus,Got-Focus,,2010-07-14,2010-08-19,https://twitter.com/BrianGottlieb,
1910,Gotham Polling & Analytics,Gotham Polling & Analytics,,2024-10-19,2024-10-19,https://www.bizapedia.com/ny/gotham-polling-and-analytics-llc.html,
184,Gotham Research Group,Gotham Research Group,,2010-09-21,2012-10-24,http://www.gothamresearchgroup.com/,
1323,Goucher College,Goucher College Sarah T. Hughes Center for Politics,,2015-10-01,2024-03-24,http://www.goucher.edu/academics/political-science/the-sarah-t-hughes-field-politics-center/goucher-poll,
1710,Grassroots Targeting,Grassroots Targeting,,2022-04-16,2024-05-20,https://grassrootstargeting.com/,REP pollster
801,Gravis Marketing (2020 and earlier),Gravis Marketing,,2012-07-31,2020-12-30,https://gravismarketing.com/,"Doug Kaplan sold the company in March 2021, and now operates Kaplan Strategies. Polls conducted after the sale are evaluated separately and are assigned to pollster 1857."
1857,Gravis Marketing (post 2020),Gravis Marketing,,2021-08-27,2024-05-24,https://gravismarketing.com/,
186,Great Lakes Strategies,Great Lakes Strategies Group,,2010-10-27,2010-10-27,,
1767,GreatBlue Research,GreatBlue Research,,1996-09-04,2022-04-11,https://greatblueresearch.com/,
187,Greenberg Quinlan Rosner,Greenberg Quinlan Rosner,,1999-10-12,2019-07-28,https://www.gqrr.com/,
528,Greenberg Quinlan Rosner/American Viewpoint,Los Angeles Times/USC,,2009-11-03,2016-10-30,,
1877,Greenberg Research,Greenberg Research,,,,https://www.greenbergresearch.com/,
188,Greenberg-Lake,GQR,,1990-03-01,1998-10-04,,
903,Greenberg-Lake: The Analysis Group,Greenberg-Lake: The Analysis Group,,1990-07-29,1990-07-29,,
861,Greensburg Tribune-Review,Greensburg Tribune-Review,,1994-10-20,1994-11-03,,
189,Greenville News,Greenville News,,1980-10-03,1992-10-22,,
190,Greg Smith,Greg Smith & Associates,,2002-10-29,2010-10-30,,
191,Greg Strimple & Associates,Greg Strimple & Associates,,1999-02-03,1999-02-04,,
192,Griggs-Anderson Research,Griggs-Anderson Research,,1988-04-16,1992-10-26,,
193,Grove,Grove Insight,,2001-11-04,2012-11-02,https://www.groveinsight.com/,
1715,GrowProgress,GrowProgress,,,,https://growprogress.ai/,
1850,Guidant Polling and Strategy,Guidant Polling and Strategy,,2023-12-05,2025-06-19,https://guidantps.com/,
1599,HIT Strategies,HIT Strategies,,2020-07-31,2020-07-31,https://hitstrat.com/,
225,HRC Legacy PAC,HRC Legacy PAC,,2010-10-08,2010-10-08,,
195,Hakes Research,Hakes Research,,1988-03-15,1988-03-15,,
1391,Hamilton Beattie,Hamilton Beattie,,1989-12-14,2010-09-23,https://wcvi.org/files/pdf/hbs_profile.pdf,
197,Hamilton Beattie/Ayres,Hamilton Beattie/Ayres,,2007-04-19,2007-04-19,,
198,Hamilton Campaigns,Hamilton Campaigns,,2001-10-09,2014-10-26,https://www.emcresearch.com/,
999,Hampton University,Hampton University Center for Public Policy,,2013-09-29,2020-02-28,http://www.hamptonu.edu/cpp/,
1837,Hampton University/AP-NORC,Hampton University Center for Public Policy/AP-NORC,,2020-09-14,2020-10-12,http://www.hamptonu.edu/cpp/,
988,Harper Polling,Harper Polling,,2013-01-21,2025-09-15,http://harperpolling.com/,
1496,Harper Polling/Clarity Campaign Labs,Harper Polling/Clarity Campaign Labs,,2019-08-28,2019-08-28,https://www.insideelections.com/news/article/north-carolina-9-mccready-has-narrow-lead-in-new-bipartisan-poll,
199,Harris (among those with a pref),Harris (among those with a pref),,,,,
200,Harris (telephone),Harris Insights & Analytics,,1997-01-13,2008-10-19,,
201,Harris Interactive,Harris Interactive,,1990-07-18,2012-02-13,https://theharrispoll.com/,
1508,Harris Poll,Harris Poll,,2004-04-15,2022-05-19,https://theharrispoll.com/,
1416,HarrisX,HarrisX,,2018-07-22,2025-07-16,http://harrisx.com,
1797,HarrisX/Harris Poll,HarrisX/Harris Poll,,2022-06-30,2025-10-02,https://theharrispoll.com/#skip-intro,
902,Harrison Hickman,Global Strategy Group,,1990-10-13,1990-10-13,,
202,Harrison-Goldberg,Harrison-Goldberg,,1983-12-10,1988-10-24,,
203,Harstad,Harstad Strategic Research,,2002-08-29,2020-10-13,https://www.harstadresearch.com/,
204,Hart Research Associates,Hart Research Associates,,1980-09-16,2024-04-16,https://hartresearch.com/our-story/,
1811,Hart/Breglio,Hart Research Associates/Public Opinion Strategies,,1991-12-09,1992-11-01,http://graphics.wsj.com/wsjnbcpoll/,
206,Hart/McLaughlin,Hart/McLaughlin,,2007-07-26,2007-07-26,,
